// **************************************************************
// this section is till force including all the printable ASCII characters into the fontmap
// ### ASCII printable characters (32-127) ###
// !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
// ### ASCII extended characters (128-255) ###
// ¡¢£¤¥¦§¨©ª«¬	®¯°±²³´µ¶·¸¹º»¼½¾¿ÀÁÂÃÄÅÆÇÈÉÊËÌÍÎÏÐÑÒÓÔÕÖ×ØÙÚÛÜÝÞßàáâãäåæçèéêëìíîïðñòóôõö÷øùúûüýþÿ
// ### Latin Extended-A
// ĀāĂăĄąĆćĈĉĊċČčĎďĐđĒēĔĕĖėĘęĚěĜĝĞğĠġĢģĤĥĦħĨĩĪīĬĭĮįİıĲĳĴĵĶķĸĹĺĻļĽľĿŀŁłŃńŅņŇňŉŊŋŌōŎŏŐőŒœŔŕŖŗŘřŚśŜŝŞşŠšŢţŤťŦŧŨũŪūŬŭŮůŰűŲųŴŵŶŷŸŹźŻżŽžſ
// **************************************************************

//
//  **************************************************************
//  ***   Strings from Game/en/language.dll                    ***
//  **************************************************************
//

98 "1"
3092 "Klicka på byggnaden som du vill att enheten garnisonera i."
3093 "Du måste forska fram Frälsning (Kloster) innan du kan konvertera belägringsenheter."
3094 "Byggnadsplatsen obestruerad. Byggnationen avbruten."
3095 "Klicka där du vill bygga byggnaden"
3096 "Klicka och dra där du vill bygga muren."
3097 "Klicka där du vill signalera."
3098 "Uppdragsändring"
3099 "Spioner har infiltrerat din nation."
3100 "Är du säker på att du vill avsluta och ladda ett annat spel?"
3101 "Är du säker på att du vill avsluta spelet?"
3102 "Är du säker på att du vill starta om spelet?"
3103 "Är du säker på att du vill ge upp?"
3104 "Du kommer att förlora om relikerna inte återtagits inom %d år."
3105 "Du kommer att förlora om %ss Underverk står kvar i ytterligare %d år!"
3106 "[U]" //Wonder abbreviation next till spelare score
3107 "[R]" //Relik abbreviation next till spelare score
3108 "%d år återstår innan spelet slutar."
3109 "Du kommer att förlora om Monumentet inte återtagits inom %d år."
3110 "Du har ändrat din diplomatiska ställning gentemot %s till Neutral."
3111 "Du har ändrat din diplomatiska ställning gentemot %s till Allierad."
3112 "Du har ändrat din diplomatiska ställning gentemot %s till Fiende."
3113 "Du gav en tribut med %d guld till %s."
3114 "Du gav en tribut med %d trä till %s."
3115 "Du gav en tribut med %d mat till %s."
3116 "Du gav en tribut med %d sten till %s."
3117 "Uppdragen har förändrats."
3118 "%s förlöjligar dina ynkliga bravader. Relik- och Underverkssegrar kommer nu ta längre tid och Reliker genererar nu mindre guld!"
3119 "Du måste vänta 60 sekunder mellan kapitel."
3120 "Du har %d pauseringar kvar."
3121 "Du har fått slut på pauseringar"
3122 "Du måste vänta 5 sekunder mellan skärmdumpar."
3123 "Klicka på en mur där du vill att Belägringstornet ska lasta av."
3124 "Du kan inte bygga på fiendemark medan fördraget gäller."
3125 "Skickat till \"%s\":"
3126 "Skickat ny spelhastighet: %d ramar, %d granularitet, %d händelser per drag"
3127 "En sparfil har skapats för återskapande."
3128 "Du kan inte läka Korrupta enheter."
3129 "Ken inte packa upp... En obstruktion förhindrar byggnationen."
3130 "%s har startat ett korståg mot fienden -- Sergeanter går man ur huse för sin sak!"
3131 "%s har manat Flamländska bönder att ta upp vapen!"
3132 "%s har erbjudit Kumanska legosoldaters tjänster åt sina allierade!"
3133 "En annan spelare kan ha frånkopplats."
3134 "Kunde ej ställa ned Reliken. Säkerställ att det finns tillräckligt med plats i Munkens närhet."
3135 "Kan ej forska fram {techName}... Inte tillräckligt med resurser."
3700 "Klicka för att läka denna enheten så att den återfår alla sina hälsopoäng."
3701 "Klicka för att anfalla denna enheten!"
3702 "Klicka för att anfalla denna byggnaden!"
3703 "Klicka för att anfalla denna muren!"
3704 "Klicka för att anfalla detta fartyget!"
3705 "Klicka för att reparera denna byggnaden så att den återfår alla sina hälsopoäng. Reparationskostnaden tas från ditt förråd."
3706 "Klicka för att borda detta Transportfartyget."
3707 "Klicka för att fiska efter mat."
3708 "Klicka för att hugga trä. Bygg ett skogshuggarläger i närheten för att inhämta trä fortare."
3709 "Klicka för att söka efter föda. Bygg en Kvarn i närheten för att inhämta mat fortare."
3710 "Klicka för att anfalla detta djur. Fällda Djur (förutom rovdjur) ger mat, men några kommer att slåss tillbaka."
3711 "Klicka för att bryta sten. Bygg ett Gruvläger i närheten för att inhämta sten fortfare."
3712 "Klicka för att gräva guld. Bygg ett Gruvläger i närheten för att inhämta guld fortfare."
3713 "Klicka för att reparera denna muren så att den återfår alla sina hälsopoäng. Reparationskostnaden tas från ditt förråd."
3714 "Håll ned ALT och klicka för att garnisonera i byggnaden för beskydd och läkande."
3715 "Klicka för att lasta av Transportfartyget."
3716 "Klicka för att märka ut en hållpunkt."
3717 "Klicka för att signalera till dina allierade."
3718 "Klicka för att vakta denna enheten."
3719 "Klicka för att följa denna enheten."
3720 "Klicka för att bestämma en samlingsplats."
3721 "Klicka för att pattrulera detta området."
3722 "Klicka för att hämta upp denna reliken med din Munk."
3723 "Klicka för att lämna resurser vid denna byggnaden."
3724 "Klicka för att lägga ut denna Fiskfällan."
3725 "Klicka för att lasta ur detta belägringstornet."
3727 "Klicka för att bruka denna Åker. Bygg Åkrar nära ett Centrum eller Kvarn för att inhämta mat fortare."
3728 "Klicka för att inhämta mat från denna Fiskfällan."
3729 "Klicka för att valla detta djuret för föda till ditt Centrum eller din Kvarn."
3730 "Klicka för att så om denna Åker."
3731 "Klicka för att lägga om denna Fiskfällan."
3732 "Klicka för att lämna reliken i detta Kloster."
3733 "Klicka för att reparera denna enheten till dess fulla hälsopoäng. Reparationskostnaden tas från ditt förråd."
3734 "Klicka för att garnisornera inuti denna byggnaden för beskydd och läkande."
3735 "Klicka för att garnisornera inuti denna murbräckan."
3751 "Klicka för att konvertera denna enheten till ditt förfogande och med din spelarfärg."
3752 "Klicka för att konvertera denna byggnaden till ditt förfogande och med din spelarfärg."
3755 "Klicka för att konstruera denna byggnaden. Använd flera byinvånare för att bygga fortare."
3760 "Klicka för att anfalla detta djuret. Du kan bara få mat från det om du jagar det med en byinvånare."
3761 "Belägringstornet är fullt."
3800 "Klicka för att välja denna byinvånaren."
3801 "Klicka för att välja denna byggnaden."
3803 "Klicka för att välja denna militära enheten."
3804 "Klicka för att välja detta fartyget."
3805 "Klicka för att välja detta belägringsvapnet."
3806 "Klicka för att välja denna Munken."
3808 "Klicka för att välja detta tornet."
3809 "Klicka för att välja denna ihoppackade Blidan."
3810 "Klicka för att välja denna Porten."
3811 "Klicka för att välja denna handelsenheten."
3820 "Klicka på en Munk för att hämta denna reliken. Förvara reliken inuti Klostret för att generera guld."
3821 "Klicka på en Fiskebåt för att inhämta mat från dessa fiskarna, eller klicka på en byinvånare om fisken befinner sig nära kustlinjen."
3822 "Klicka på en byinvånare för att inhämta virke från detta trädet."
3823 "Klicka på en byinvånare för att inhämta mat från denna bärbusken."
3824 "Klicka på en byinvånare för att inhämta sten från detta brottet."
3825 "Klicka på en byinvånare för att inhämta guld från denna gruvan."
3826 "Klicka på en enhet för att anfalla detta djuret. Byinvånare kan jaga hjort, vildsvin, navelsving, elefanter, zebror, strutsar, noshörningar, stenbockar och gaseller för att inhämta mat. Använd flera byinvånare för att anfalla samtliga djur förutom hjortar, zebror, strutsar, stenbockar och gaseller."
3827 "Klicka på en byinvånare för att inhämta mat från denna Åkern."
3828 "Klicka på en Fiskebåt för att inhämta mat från denna Fiskfällan."
3829 "Klicka på en byinvånare för att inhämta mat från detta djuret."
3830 "Klicka på en byinvånare för att så om denna Åkern."
3831 "Klicka på en Fiskebåt för att lägga om denna Fiskfällan."
3900 "Högerklicka för att läka denna enhet till dess fulla hälsopoäng."
3901 "Högerklicka för att anfalla denna enheten!"
3902 "Högerklicka för att anfalla denna byggnaden!"
3903 "Högerklicka för att anfalla denna muren!"
3904 "Högerklicka för att anfalla detta fartyget!"
3905 "Högerklicka för att reparera denna byggnaden till dess fulla hälsopoäng. Reparationskostnaden tas från ditt förråd."
3906 "Högerklicka för att borda detta Transportfartyget."
3907 "Högerklicka för att fiska efter mat."
3908 "Högerklicka för att inhämta trä. Bygg ett Skogshuggarläger i närheten för att inhämta fortare."
3909 "Högerklicka för att samla in mat. Bygg en Kvarn i närheten för att inhämta mat fortare."
3910 "Högerklicka för att anfalla detta djur. Fällda Djur (förutom rovdjur) ger mat, men några kommer att slåss tillbaka."
3911 "Högerklicka för att bryta sten. Bygg ett Gruvläger i närheten för att inhämta sten fortfare."
3912 "Högerklicka för att gräva guld. Bygg ett Gruvläger i närheten för att inhämta guld fortfare."
3913 "Högerklicka för att reparera denna muren så att den återfår alla sina hälsopoäng. Reparationskostnaden tas från ditt förråd."
3914 "Håll ned ALT och högerklicka för att garnisonera i byggnaden för beskydd och läkande."
3915 "Högerklicka för att lasta av Transportfartyget."
3916 "Högerklicka för att märka ut en hållpunkt."
3917 "Högerklicka för att signalera till dina allierade."
3918 "Högerklicka för att vakta denna enheten."
3919 "Högerklicka för att följa denna enheten."
3920 "Högerklicka för att bestämma en samlingsplats."
3921 "Högerklicka för att patrullera detta området."
3922 "Högerklicka för att upphämta denna reliken med din Munk."
3923 "Högerklicka för att lämna av resurser vid denna byggnaden."
3924 "Högerklicka för att lägga om denna Fiskfällan."
3927 "Högerklicka för att inhämta mat från denna Åkern. Så Åkrar nära ett Centrum eller en Kvarn för att inhämta mat fortare."
3928 "Högerklicka för att samla mat från denna Fiskfällan."
3929 "Högerklicka för att valla detta djuret för föda till ditt Centrum eller Kvarn."
3930 "Högerklicka för att så om denna Åkern."
3931 "Högerklicka för att lägga om denna Fiskfällan."
3932 "Högerklicka för att lämna reliken i detta Klostret."
3933 "Högerklicka för att reparera denna enheten till dess fulla hälsopoäng. Reparationskostnaden tas från ditt förråd."
3934 "Högerklicka för att garnisonera inuti denna byggnaden för beskydd och läkande."
3935 "Högerklicka för att garnisonera inuti denna murbräckan."
3951 "Högerklicka för att konvertera denna enheten till ditt förfogande och med din spelarfärg."
3952 "Högerklicka för att konvertera denna byggnaden till ditt förfogande och med din spelarfärg."
3954 "Högerklicka för att konvertera detta skeppet till ditt förfogande och med din spelarfärg."
3955 "Högerklicka för att konstruera denna byggnaden. Använd flera byinvånare för att bygga fortare."
3960 "Högerklicka för att anfalla detta djuret. Du kan bara få mat från det om du jagar det med en byinvånare."
3961 "Denna byggnaden kan inte anfallas."
3979 "Klicka på en byinvånare för att inhämta mat från detta djur."
3980 "Du har mottagit en tribut på %d guld."
3981 "Du har mottagit en tribut på %d trä."
3982 "Du har mottagit en tribut på %d mat."
3983 "Du har mottagit en tribut på %d sten."
3984 "Inkommet från \"%s\":"
4001 "OK"
4002 "Avbryt"
4003 "Ja"
4004 "Nej"
4005 "Försök Igen"
4006 "Avbryt"
4007 "Avbryt"
4008 "Fel"
4009 "?"
4010 "Hoppa Över"
4011 "Tillämpa"
4012 "Nollställ"
4013 "Radera"
4014 "Radera Allt"
4015 "Skicka"
4050 "Bekräfta"
4051 "Upplös Klan"
4052 "Ändra Bild"
4053 "Välj Ikon"
4054 "Lås upp denna ikon genom att"
4055 "Samling"
4056 "BEGRÄNSAD UTGÅVA"
4057 "Denna ikonen går inte längre att skaffa"
4058 "Spel"
4059 "Alternativ - Spel"
4060 "Gränssnitt"
4061 "Grafik"
4062 "Ljud"
4063 "Tona In All Filmtext"
4064 "Kan ej ladda in filen då den innehåller låst innehåll"
4066 "Öppna Undermeny"
4067 "Exit Submenu"
4068 "Ta Bort Från Kö"

4105 "Stanna"
4106 "Avmarkera (ESC)"
4107 "Lasta Av"
4108 "Gruppera"
4109 "Avgrupper"
4110 "Välj Formation"
4111 "Avbryt (ESC)"
4112 "Fler Byggnader"
4113 "Chatt"
4114 "Diplomati"
4115 "Meny (F10)"
4116 "Sätt På Statistik"
4117 "Stäng Av Statistik"
4118 "Fler Föremål"
4119 "Lasta Av"
4121 "Lägg Ut Nya Fiskfällor Automatiskt"
4122 "Stå Stilla"
4123 "Anfall Plats"
4124 "Hela"
4125 "Konvertera"
4127 "Reparera"
4128 "Avancerade Kommandon På"
4129 "Avancerade Kommandon Av"
4130 "Ja - Döda enheten"
4131 "Så Om Åkrar Automatiskt"
4132 "Poäng"
4133 "Aggressiv Hållning"
4134 "Defensiv Hållning"
4135 "Anfallsfri Hållning"
4136 "Vakta"
4137 "Följ"
4138 "Patrullera"
4140 "Signalera Allierade"
4141 "Döda Din Enhet"
4144 "Bestäm Samlingsplats"
4145 "Uppdrag"
4146 "Så Om Åker"
4147 "Lägg om Fiskfällan"
4149 "Ta Bort Samlingsplats"
4150 "Avgarnisonera"

//
// BEGIN LOCALIZATION SECTION FOR FORGOTTEN EMPIRES
// HERE CONTAINS ONLY NEW STRINGS THAT HAVE BEEN OVERRIDDEN OR ADDED.
// Shortcut hotkeys overrides -- NO LOCALIZATION REQUIRED
// Hotkeys made on QWERTY keyboard, for some languages (FR?), some keys could be switched till match AZERTY/QWERTZ or other common layouts
// Forgotten Empires uses a grid hotkey system.
//

4151 "A"
4152 "F"
4153 "A"
4154 "S"
4155 "V"
4156 "T"
4157 "D"
4158 "R"
4159 "H"
4160 "N"
4161 "B"
4162 "D"
4163 "M"
4164 "K"
4165 "L"
4166 "Y"
4167 "U"
4168 "W"
4169 "Q"
4170 "F"
4171 "X"
4172 "U"
4173 "D"
4174 "Z"
4175 "A"
4176 "S"
4177 "B"
4178 "W"
4179 "E"
4180 "Q"
4182 "V"
4183 "V"
4184 "S"
4185 "I"
4186 "U"
4187 "G"
4188 "G"
4189 "Z"
4191 "B"
4192 "C"
4193 "R"
4194 "N"
4195 "D"
4196 "O"
4197 "T"
4198 "P"
4201 "Den Mörka Tiden"
4202 "Feodaltiden"
4203 "Riddartiden"
4204 "Imperietiden"
4205 "Postimperietiden"
4206 "Nomad"
4301 "Mat"
4302 "Trä"
4303 "Sten"
4304 "Guld"
4305 "Hälsa"
4306 "Skydd"
4307 "Anfall"
4308 "Passagerare"
4309 "Forskar fram"
4310 "Skapar"
4311 "Bygger"
4312 "Sikt"
4313 "Befolkning"
4314 "Räckvidd"
4315 "Varor"
4316 "Hastighet"
4318 "Bef"
4320 "Segervillkor"
4321 "Erövring"
4322 "Utforskning"
4324 "Reliker"
4327 "Standard"
4328 "%"
4329 "Tidsfrist"
4330 "Poäng"
4331 "Anpassad"
4332 "Standard"
4333 "Siste Man Kvar"
4333 "Arkitektur"
4400 "16"
4401 "Henry V"
4402 "Richard II"
4403 "William III"
4404 "Lord Talbot"
4405 "Prins John"
4406 "Harald Godwinson"
4407 "Henrik Tudor"
4408 "Earlen av Wessex"
4409 "Earlen av Warwick"
4410 "Alfred den Store"
4411 "Lord Henry Percy"
4412 "Den Svarte Prinsen"
4413 "Hertig av Normandie"
4414 "Edward Longshanks"
4415 "Henry Bolingbroke"
4416 "Richard Lejonhjärta"
4420 "14"
4421 "Roland"
4422 "Ludvig IX"
4423 "Ludvig VI"
4424 "Clovis I"
4425 "Charles VI"
4426 "Karl den store"
4427 "Kung Philip I"
4428 "Karl Martell"
4429 "Pippin den lille"
4430 "Jean d'Arc"
4431 "Raymond av Antioch"
4432 "Philip II Augustus"
4433 "Konnetabel Richemont"
4434 "Jean Dunois av Orleans"
4440 "14"
4441 "Athaulf"
4442 "Kung Wallia"
4443 "Alarik goten"
4444 "Kung Leovigild"
4445 "Teia, Kungen av goterna"
4446 "General Theodemir"
4447 "Theoderik den store"
4448 "Kung Eurik, Visigoten"
4449 "Radagaisus"
4450 "Fritigern"
4451 "Atanarik"
4452 "Ermanarik, Amalern"
4453 "Totila, Ostrogoten"
4454 "Sarus, Goten"
4460 "15"
4461 "Kung Karl"
4462 "Henry III"
4463 "Lothar II"
4464 "Kung Rupert"
4465 "Maximilian of Habsburg"
4466 "Kejsare Lothar I"
4467 "Maximilian II"
4468 "Kung Heinrich"
4469 "Fredrik Barbarossa"
4470 "Henrik Lejonet"
4471 "Otto den Store"
4472 "Leopold I"
4473 "Albrekt Björnen"
4474 "Konrad, Saliern"
4475 "Rudolf av Schwaben"
4480 "19"
4481 "Hojo Soun"
